message,class
อะไร อย่าง เงี้ย ค่อนข้าง เยอะ โดน เมาหมัด แล้วก็ ก็ ไอ้ เรื่อง แบบ เนี้ย มัน จะ ทำให้ ไอ้,9arm
นี่ ได้ มั้ย ใน ฐานะ ซัพ พอ เตอร์ ใช่ ป่ะ โก ธ to be fair ก็ คือ ข้อมูล ที่ มัน หลุด อ่ะ มัน,9arm
ไม่ ใช่ ข้อมูล ของ คน ที่ ไม่ ใช่ สมาชิก พรรค ไง สมาชิก พรรค มี แค่ 100 สน คน เอง ถึงแม้ โหวต เตอร์ จะ มี เป็น 10 ล้าน ถู กม ย แต่ว่า สมาชิก พรรค มี แค่ แสน คน คือ Impact อ่ะ มัน,9arm
น้อย กับ คน ที่ แบบ สมัคร สมาชิก พรรค จริงๆ อย่างเช่น กู เนี่ย โอเค มย ดังนั้น Impact มัน ก็ คนวงใน ที่ ซัพพอร์ต คุณ ทั้งนั้น นะ ครับ แต่ว่า เรื่อง นี้ โดน เอา ไป ตี ฟู โดย คน วงนอก ที่ ไม่ ได้ เป็นสมาชิก ภาค ไม่ ได้ มี เอ่อ ส่วน,9arm
แต่ว่า มัน เสียหาย ถูก ป่ะ คือ พรรค ต้อง มี เรื่อง ความ แบบ บริหาร อิ เม จ หน่อย ก็ นี้ กู ไม่ รู้ ใน วันนี้ วิจารณ์ ใน ฐานะ คนนอก แล้วก็ ซัพพอร์ต คน นึง ถูก ป่ะ อันนี้ พอ กู พูด เรื่อง นี้ ปั๊บ กู จะ โดน ด่า จาก ทุก ฝั่ง ฝั่ง ซัพ พอร์เตอร์ ส้ม ก็ จะ บอ กว่า โอ้โห โห โอ้ย คุณ,9arm
นาม ทำไม พูด กับ พรรค อย่าง ไอ้ ก็ มา ดู ทำ,9arm
ดิ ไอ้ คน ทำ ไม่ ดี ก็ ต้อง ด่า ป่ะ มัน เกินไป 2 ก็ คือ นางแบบ เพื่อ ไทย เออ ทำไม ไม่ จี้ เหมือนกับ ตอนนั้น กู นอน ป่ะ เรื่อง เกิด วันนี้ ให้ กู ขึ้น,9arm
ไลฟ์ วันนี้ กู นอน ป่ะ งานการ กู มี ธรรม ป่ะ แล้ว,9arm
พอ กู พูด ปุ๊บ โอ ไม่ แรง เหมือน ตอน เลย มึง dig ิ ital wallet อ่ะ กู ซอ ฟ มาก จริงๆ กู ซอ ฟ แล้ว เสียงหัวเราะ ถ้า เกิด ว่า กู เอา ถ้า เกิด ว่า กู ใส่ ด้วย Energy เดียวกัน เนี่ย Energy Digital Wallet เนี่ย กู บอก เลย นะ อ่า คือ ตอนนี้ กู โดน ทั้งหมด ทั้ง ทัวร์ สลิม,9arm
ถัว แดง ทัวร์ ส้ม กู โดน หมด แต่ นั่น อาจจะ เป็น อิน ดิ เค เตอร์ ที่ ดี ว่า กู แฟร์ ไม่ รู้ เหมือน กัน อันนี้ อันนี้ ว่า กัน ตรงๆ นะ ครับ โอ เคก็ก็ ตามนั้น คนใน ท wi ตเ ter กู ก็ ไม่ อ่าน แล้ว ด่า กู ไป เลย สนใจ หรอก ว้า กู รับ ติ๊ก ฟ้า เดี๋ยว กู จะ ไป สาย ฟาร์ม คท ent บ้าง ฟาร์ม ดราม่า บ้าง กู จะ ได้ แบบ เอา เงิน เอา เงิน เสียงหัวเราะ อี รอน มา โพสต์ บ้าง ไอ้ ทุกวันนี้ กู ได้ อยู่ 200 บาท เพราะ กู ทวต น้อย น้อยใจ เ้า ไม่ ให้ เป็น รัฐมนตรี ความน้อยใจ ก็ มี อยู่ จริง นะ ครับ เสียงหัวเราะ เนี่ย แล้ว กู ก็ พูดเล่น แบบ เนี้ย กู ชอบ พูด เล่น อย่า งี้ แล้วก็ อ ก็ ตีความ กัน ไป เรื่อย,9arm
เออ ตีความ กัน ไป เรื่อย เออ อ่ะ ไม่ รู้ อ่ะ อัน,9arm
ไหน จริง วู เอา แล้วกัน แล้วก็ โดน แคป ไป จริง อื,9arm
โอเค คือ อ่ะ ผิดหวัง บอก ตรงๆ ผิดหวัง ผิด,9arm
หวัง เลย กับ กับ กับ กับ Performance พัก หลัง,9arm
เลือกตั้ง ผิดหวัง เลย,9arm
สำหรับ เนื้อหาหลัก ของ เรา ใน วันนี้ นะ ครับ เรา จะ มา พูดถึง เทคโนโลยี ใหม่ ล่าสุด จาก Nvidia ที่ ช็อก โลก มาก ๆ กับ DLSS 5 เป็น ยังไง มา ดู กัน ครับ เสียงหัวเราะ ถ้า คุณ ชอบ คท ent แบบนี้ และ อยาก เลี้ยง กาแฟ ผม สามารถ ที่จะ ทำ ได้ที่ ระบบ เม ership ครับ,9arm
สมาชิก สามารถ ดู ไลฟ์ ย้อนหลัง ได้ แบบ เต็มๆ มี โพสต์ หลังบ้าน เฉพาะ สมาชิก มี บัตรเครดิต สี,9arm
สวย อยู่ หลัง ชื่อ ด้วย นะ ครับ และ ผม ต้อง ขอ,9arm
ขอบคุณ สมาชิก ทุกท่าน ครับ ที่ ช่วย ให้ ผม สามารถ สร้างสรรค์ ค เท น ได้ แบบ ที่ เป็นตัว ของ ตัวเอง สุด ๆ และ ขอ ขอบคุณ คุณ ผู้ชม ทุกท่าน ที่ รับ ชม นะ ครับ L Oreal Scale raises my ambition at L Oreal I feel trusted to own my projects from ecom to data my care keeps moving forward too short for boring career อ่ะ สำหรับ ใคร ที่ ไม่ ดู มา ดู พร้อมกัน,9arm
นี่ คือ เทคโนโลยี DA จาก Nvidia บ้า อ่า เสียง ถอนหายใจ,9arm
เกม ที่ คุณ มี อยู่แล้ว เพียงแค่ คุณ เปิด ใช้ เท่านั้น ขอ งี ออน ก็ จะ กลายเป็น ใคร วะ เนี่ย หา รอยย่น ที่ มัน เคย ไม่ เยอะ ตอนนี้ ย่น มาก ย่น พิเศษ นะ อันนี้ จาก เด็ก อายุ 15 เปลี่ยนเป็น ชาย,9arm
อายุ 30 นี่ นี่ คือ เทคโนโลยี ใหม่ ล่าสุด จาก Nvidia DLSS โอ๋ จาก ภาพ เดิม ๆ เปลี่ยน ใหม่ ชัดแจ๋ว ๆ จาก นัก บอล เฮ้ย อะไร อย่า งี้ น่ะ เค้า ว่า เ้า ว่า ดู สิ ครับ เปลี่ยน กัน อี กรอบ โอ้โห โอ หลังจากที่ ปล่อย เปิดตัว ออกมา ทุกคน ก็ ร้อง โอ้โห,9arm
ตอนนี้ บอก ตามตรง ว่า เสียงแตก สำหรับ ผม ผม รู้ สึก ว่า What brother กลับ ไป ได้ มย Can we go back คือ มัน ไม่ I don t know man เอาล่ะ เอา ล่ะ เนี่ย อิ qui ม เนี่ย น้อง เก รส เนี่ย โอเค,9arm
อยู่แล้ว นะ แล้ว พอ เปลี่ยนไป ปุ๊บ มัน ดู โม ั้ คือ คำ ว่า โ เนี่ย คือ เหมือนกับ ว่า มัน สมจริง มากขึ้น ทั้ง มัน มัน ดู เป็น ภาพถ่าย เหมือน แบบ,9arm
เกม จาก กราฟฟิก ธรรมดา เปลี่ยนเป็น อันนี้ เลย,9arm
อ่ะ เรา ดู ซ้าย ขวา ใช่ ป่ะ เรา ว่า มัน ดูเหมือน AI gen หมาย ถึงว่า มัน เหมือน คลิป วีดีโอ,9arm
ที่ AI genen ขึ้น มา แสง แสง มัน จะ เป็น,9arm
ประมาณ นี้ อ่ะ ใช่ ม โอเค ทีนี้ ก่อนที่ เรา จะ ไป,9arm
คุย กัน ว่า เสียงหัวเราะ เทคโนโลยี นี้ มัน มัน มันดี มัน ไม่ ดี อะไร ยัง ไง เดี๋ยว เรา ไป ย้อน อดีต ก่อน ก็ คือ DLSS เนี่ย ตอนนี้ ถึง เวอร์ชั่น 5 ใช่ ม ก็ มี ประวัติ อ่า กัน มา เรา ทำ เรื่อง DLSS เนี่ย ตั้งแต่ เอ่อ DLSS 1 ที่ เรา ด่า ยับ เลย นะ ผม อ่ะ รู้สึก ว่า โอ้โห DLSS 1 คือ ทำ อะไร ก็ คือ เอา เอา เกม แต่ละ เกม นะ ไป เท รน กับ AI นะ แล้วก็ เอา ภาพ มา แล้วก็ ให้ AI Gen Frame ขึ้น มา ขนาดใหญ่ กว่า เดิม อะไร อย่า งี้ นะ เรา อธิบาย อย่าง ละเอียด ไป แล้ว ตอน DLSS 1 นะ ครับ รู้สึก ว่า มัน ไม่ เวิร์ค หมาย ถึงว่า มัน,9arm
เท รน ได้ แค่ กับ เกม ที่ ที่ ทำ มา สมมุติ ว่า คุณ,9arm
อยาก จะ เล่น เกม ตอนนั้น Battlefield อย่าง เงี้ย คุณ ก็ ต้อง เอา เกม Battlefield เนี่ย มา เท รน AI เสร็จ แล้วก็ ให้ AI เนี่ย ทำ TLS 1 ให้ กับ ตัว เกม Battlefield นะ ครับ ซึ่ง ตัว นี้ เวลา ที่จะ เอา ไป ใช้กับ เกม อื่น ก็ ไม่ ได้ ไง เพราะ Art,9arm
มัน แตก ต่างกัน ถู กม ย อ่ะ ตอน นั้น รู้สึก ว่า ไม่ค่อย เวิร์ค เท่าไหร่,9arm
สำหรับ ผม นะ พอ มา เป็น DIS 2 ปั๊บ เนี่ย สิ่ง ที่ เขา ทำ ก็ คือ แทนที่จะ ไป เท รน ของ แต่ละ เกม,9arm
เนี่ย ไม่ ละ มี โมเดล ตัว เดียว แล้วก็ สามารถ ที่จะ เดา แล้วก็ ขยาย เฟรม ให้ คุณ ได้ ทำเป็น แบบ ลบเหลี่ยม นั่น นู่น นี่ อ่ะ ก็ โอเค เป็น เทคโนโลยี ก็ พัฒนา ขึ้น มา ก็แล้วแต่ บางคน ก็ บอ กว่า ภาพ วุ้น บ้าง ภาพ นั่น นู่น นี่ บ้าง แต่ มัน ก็ มัน ก็ พอได้ อยู่ ใช่ มพอ มา DLS 3 เนี่ย ก็ แทนที่จะ Gen Frame มา เพื่อ ลบเหลี่ยม ที่ เรา เรียก ว่า antiing เนี่ย นะ ครับ กลาย เป็น frame generation ขึ้น มา ใช่ มั้ย ถ้า ผม จำ ไม่ ผิด อันนี้ แบบ รวม ๆ นะ แต่ ก็ คือ มัน ก็ พัฒนา ไป เรื่อยๆ จนกระทั่ง แบบ ว่า อ่ะ มี เฟม 1 มี เฟม 2 แล้ว เจน เฟรม ตรงกลาง ให้ อะไร อย่าง เงี้ย ใช่ ป่ะ อ่า ก็ ทำให้ ภาพ มัน สมูท มากขึ้น จาก frame rate,9arm
ตอนแรก สมมุติ คุณ มี frame rate อยู่ 60 พอ มัน เจน เฟม ตรง ยาง มา ให้ ก็ double ิ ไป เลย rate คุณ ก็ คูณ 2 เลย จาก 60 เป็น 120 อย่าง เงี้ย สมมุติ ใช่ มั้ย เอ่อ เกม ก็ เริ่ม แบบ ว่า เฮ้ย ถ้า อย่าง งั้น ตอนที่ เรา render ออกมา เรา ไม่ต้อง render 60 ก็ ได้ สมมุติ ว่า เรา จะ เอา แบบ ต่ำ ๆ เลย อ่ะ เรา Render ออกมา 30 แล้ว เดี๋ยว ใส่ Frame generation ไป ปั๊บ แล้ว เกม มัน ก็ ลื่น ๆ ซึ่ง แน่นอน ว่า มัน ก็ ลื่น ขึ้น จริง แต่ว่า มัน ก็ ไม่ ได้ ว่า เพ เ fect นึกออก ป่ะ มัน ก็ จะ มี เฟรม ที่ แบบ ภาพ วุ้น ภาพ อะไร บ้าง ก็เพราะว่า มัน,9arm
ใช้ AI ใน การ เติม สิ่ง ที่ ไม่ ได้ มี อยู่ ใน,9arm
ตอนแรก ใช่ มั้คือ การ สร้าง เฟรม ขึ้น มา ทีนี้ พอ เป็น DLSS 4 4 เนี่ย ถ้า ผม จำ ไม่ ผิด เนี่ย ก็ คือ แทนที่จะ เจ en 1 เฟม เจน 3 เฟม ก็ คือ ทุกๆ 1 เฟมเฟม ที่ 1 เฟรม ที่ 2 มัน จะ มี 1 1 1 2 1 3 3 ใช่ มั้ เอา มา แทรก คือ Render เอง 1 frame AI gen ให้ อีก 3 ก็ ทำให้ frame rate ของ คุณ มัน ขึ้นไป กระจุยกระจาย เลย นะ ครับ มัน ก็ เอา ไป เป็น แบบ smooth motion แล้วก็ เกม ที่ เปิด Frame Gen แล้ว ตอนแรก ถ้า ไม่ เปิด Gen ไม่ รอด คือ แบบ ว่า FPS กาก พอ เปิด Gen แล้วก็ ก็ รอด ใช่ มย ก็ ช่วย ได้ มั้ง สำหรับ ผม แล้ว ผม รู้สึก ว่า ผม อยาก ก็ อยาก เล่น ที่ Native มากกว่า สำหรับ ตัว ผม เอง นะ เป็น เกม er ประเภท แบบ ว่า เออ ถ้า R render ไม่ ได้ ก็ ก็ ไม่ต้อง Render ป่ะ ก็ ไม่ รู้ สิ เอา AI มา เติม มัน ก็ ไม่ รู้ ว่า มัน จริง มั้ย ไอ้ เฟรม ที่ มัน เจน ขึ้น มา นึกออก ป่ะ มัน ก็ คง มี ก็ มี ข้อจำกัด ของ มัน อยู่ ว่า เฟรม แบบ ไหน ถึง จะ เจน ออกมา ได้ดี,9arm
แต่ ผม คิด ว่า to be fair กับ เทคโนโลยี ก็ คือ ไอ้ frame generation เนี่ย มัน ใช้ได้,9arm
ดี ใน sen นอ แบบ 70 80 เลย นะ คือ มัน ดีขึ้น มาก เลย แล้วก็ ถ้า เกิด เรา ย้อน ดู เทคโนโลยี AI กับ การ เอา มา ใช้ ใน กราฟฟิก เกม เนี่ย นะ ครับ,9arm
มัน ดีขึ้น มาก ทุก Generation นะ อันนี้ เรา,9arm
ต้อง ยอมรับ ก่อน อ่า ทีนี้ สาย Pe ก็ อาจจะ บอก ว่า เอ๊ะ ไม่ เอา อ่ะ ผม ก็ จะ เป็นหนึ่ง ใน นั้น ที่ แบบ ไม่ เอาแต่ ผม เข้าใจ คน ที่ เปิด ใช่ มั้ย,9arm
คน ที่ คน ที่ ใช้ แล้วก็ รู้สึก ว่า เออ เ้ย เออ,9arm
ไม่เป็นไร หรอก เรา ไม่ต้อง เอา สวย แบบ ไป นั่ง,9arm
ดู ลาย พิกเซล หรอก แต่ เรา รู้สึก ว่า เกม เรา มัน ลื่น ขึ้น บางที บาง เกม เรา เล่น ไม่ ได้ ด้วยซ้ำ,9arm
พอ เรา เปิด เฟม เจน ปุ๊บ เรา เล่น ได้ อ้า แบบนี้,9arm
ก็ ดีกว่า หรือเปล่า ดีกว่า ไม่ ได้ เล่น อ่ะ ก็ เถียง กัน ไป อันนี้ ผม คิด ว่า ไม่ มีปัญหา อะไร DLSS 5 ที่ ปล่อย ออกมา เมื่อวาน ทุกคน Twitter ลุกเป็นไฟ เพราะว่า มัน ไม่ ใช่ frame generation,9arm
มัน คือ การ วาดภาพ ใหม่,9arm
หมาย ถึงว่า เฟรม เดิม อ่ะ มัน เป็น อย่าง เงี้ย,9arm
แล้ว อยู่ดีๆ คุณ ปาก ขึ้น มา นี่ แล้วก็ บอ กว่า นี่แหละ คือ DLSS 5,9arm
โอ้ ก็ดี บท กันเอา หลาย ประเด็น เอา หลาย ประเด็น ก่อน นะ ครับ อันดับ แรก ก็ คือ ว่า ทุกคน ครับ ต้อง บอก ตามตรง ว่า เกม สมัยใหม่ เนี่ย ต้องการ ทำ กราฟฟิก ให้ มัน สมจริง มากยิ่งขึ้น,9arm
จริงๆ ก็ ไม่ ใช่ ทุก สมัย แหละ พยายาม ที่จะ ทำ ให้ กราฟฟิก มัน ใกล้เคียง กับ ความเป็นจริง,9arm
มาก ที่สุด ไม่ ว่า จะ ใช้ เทคนิค ต่างๆ เอา เข้า มา เพื่อให้ ภาพ มัน ดู แบบ Phot Real มาก ที่ สุด ใช่ มั้ แต่ว่า ก็ จะ ติด เรื่อง ของ ข้อจำกัด,9arm
เรื่อง ของ คอมพิวเตอร์ คอม เรา มัน ไม่ ได้ เร็ว,9arm
ขนาด นั้น ดังนั้น เกม de ฟ เนี่ย หรือ Art ิ เนี่ย นะ ครับ ก็ จะ ต้อง มา นั่ง มองว่า แบบ อื โอเค ถ้า เกิด สมจริง ไป เนี่ย เกม นี้ ห ลัน ไม่ ได้ นะ เว้ย เห็น ม เกม นี้ หลั่น ไม่ ได้ ก็ เลย ต้อง ตัด บาง อย่าง ออก ที เนี้ย ไอ้ ช้อยส์ ใน การ ตัด ความ สม จริง บางอย่าง เนี่ย ถือว่า เป็น ขั้นตอน นึง ใน การพัฒนา เกม ถ้า เกิด ว่า คุณ อยู่ ใน วงการ เกม มา นาน คุณ ก็ จะ รู้ ว่า เกม ตอน เทรลเลอร์ เปิด,9arm
ตัว ภาพ สวย มาก แต่ว่า พอ ขาย จริง มัน ไม่ ได้ สวย,9arm
เท่า ตอน แบบ เทรลเลอร์ ตอน เปิดตัว อย่างงี้ เป็น เพราะ ไล่ เป็น เพราะ เรื่อง นี้ ก็ คือ ตอน เปิดตัว เกม มัน ยัง ไม่ เสร็จ พอ เกม ทำ เสร็จ มา,9arm
ปั๊บ มัน ทำให้ ภาพ สวย แบบ นั้น ไม่ ได้ เพราะว่า พอ เกม มัน เสร็จ แล้ว ระบบ มัน กิน ทรัพยากร มาก ขึ้น ถูก ป่ะ ไอ้ กราฟฟิก ที่ เคย รัน ได้ ตอนแรก 60 เฟรม ลื่น ๆ ก็ เหลือ 30 มัน ก็ ทำ ไม่ ได้,9arm
เค้า ก็ เลย ต้อง ตัด ไอ้ ความสวยงาม แสง สะท้อน อะไร บางอย่าง ออก ไป เพื่อ ทำให้ เกม คุณ มัน รัน ได้ที่ frame rate ที่ เขา ตั้งใจ ไว้ อย่าง เช่น 60 fps อะไร อย่า งี้ ดังนั้น ฝั่ง เกม เฟก็จะ บอ กว่า จริงๆ แล้ว อ่ะ คือ ถ้า เกิด ว่า เรา มี เครื่องคอมพิวเตอร์ ที่ แรง พอ พอ หรือ การ จอ ที่ แรง พอ ภาพ เรา ไป ไกล ได้ อีก แต่ว่า เรา,9arm
ทำ ไม่ ได้ เรา เลย ต้อง มา ตัดออก พอ ตัดออก เนี่ย ช้อยส์ ใน การ ตัดออก เนี่ย ก็ ถือว่า เป็นการ ตัดสินใจ ทาง ศิลปะ เหมือนกัน ถู กม ย เพราะว่า เวลา เรา จะ สร้าง เกม นึง เนี่ย Art style เรา ก็ เลือก ไว้ แล้ว อ่า Mo and Tone เรา ก็ เลือก ไว้ แล้ว ใช่ มย แล้วก็ เรา รู้ ว่า เรา ตัด อะไร ออก แล้ว ตัว Call identity ของ เรา,9arm
มัน ยังอยู่ อ่ะ ก็ ตัด โอเค ทีนี้ ไอ้ DLSS 5 เนี่ย นะ ครับ พอ มัน เข้ามา ปั๊บ ไอ้ ที่ เรา ตัด ออก ไป แล้ว เนี่ย AI ก็ บอ กว่า อือ ื เอา งี้ แล้วกัน เดี๋ยว เติม ให้ เติม เปี้ยง โอ พอ เรา เห็นภาพ นี้ ภาพ แรก เรา ก็ ต้อง บอ กว่า เอ้,9arm
มัน ใช่ ม วะ มัน ใช่ สิ่ง ที่ เกม Developer เค้า คิด ไว้ ตอนแรก หรือไม่ เพราะว่า เวลา เรา รี ลส เกม นึง เนี่ย นะ ครับ ภาพ ที่ เรา ไว้ ตอนที่,9arm
เรา บอ กว่า เนี่ย เรา รี ล ase เกม เย เรา โอเค กับ ท ของ มัน เรียบร้อย แล้ว ทีนี้ พอ เรา เปิด DLSS 5 ซึ่ง เป็น เหมือนกับ เอา อะไร บางอย่าง มา ทับ บน,9arm
เกม เรา อีกที นึง มัน มัน ออกมา เป็น แบบ เนี้ย คำ,9arm
ถาม คือ ใจ คน พัฒนา เกม รู้สึก อย่างไร อันนี้ ก็ มี แตก เป็น 2 ฝ่าย อีก ใน Twitter ก็ บอ กว่า เอ้ย แบบนี้ สิ เนี่ย แบบนี้ เลย คือ ช่วย เรา ได้,9arm
เยอะ เพราะว่า ต่อไป เรา จะ ได้ สามารถ สร้างภาพ ที่ มัน สมจริง มากขึ้น โดยที่ ไม่ต้อง ใช้ GPU แรง ขนาด นั้น พอ เดี๋ยวนี้ AI มา ช่วย เรา แล้ว,9arm
อีก ประเภท นึง ก็ ต้อง บอ กว่า โอ้โห กู อุตส่าห์ ออกแบบ สีสัน ความสวยงาม โทน เนี่ย กู อุตส่าห์,9arm
ให้ มัน มืด แบบ เนี้ย กู อยาก ให้ เกม กู มัน มืด แบบ เนี้ย ไอ้ AI มา เติม สว่าง หลัง จ้า เลย เออ ชัดเจน แจ่มแจ้ง เลย ใช่ มั้ย แล้ว ภาพ ฟิเตอร์ ที่ เอา ขึ้น มา เนี่ย มัน ตรง กับ อาร์ ทส ไต ล ของ เกม ที่ เรา วาง ไว้ ใน ตอนแรก หรือไม่ อันนี้ ก็ ไม่ ทราบ อ่า อันนั้น คือ ฝั่ง จาก ฝั่ง เกม Developer เห็น มย จาก ฝั่ง คน เล่น เนี่ย ก็,9arm
อันนี้ ก็ เสียงแตก เหมือนกัน คน ก็ บอ กว่า ก็ สวย นี่ ใช่ ม ก็ สวย นี่ เออ ก็ ก็ ชอบ เล่น แบบนี้ ก็ ก็ เปิด หรือ ถ้า ไม่ ชอบ ก็ ปิด ไป สิ เออ ไม่ ชอบ,9arm
ปิด ก็ ก็ เล่น ไป ดิ เล่น แบบ เดิม ใช่ ป่ะ โอเค ก็ เถียง กัน ไป เนาะ ทีนี้ ด้วย ความ ที่ พอ de โ o มัน,9arm
ออกมา แบบนี้ ปั๊บ เนี่ย ทุกคน ก็ มา นั่ง คิด ว่า เอ๊ะ ไอ้ DLSS 5,9arm
นี่ มัน ทำงาน ยังไง วะ คือ มัน,9arm
เหมือนกับ มัน ใช่ เฟม แบบ AI gen หรือเปล่า แบบ ว่า เอา ภาพ นี้ มา แล้วก็ เหมือนกับ เรา บอก ว่า ไป อัปโหลด ภาพ เข้า แชท GPT หรือ AI ตัว อื่น แล้ว บอ กว่า ทำให้ มัน สวย ขึ้น ซิ แล้ว มัน ก็ เปรี้ยง ออกมา เห็น มั้ย จริงๆ แล้ว มัน ไม่ ได้ เป็น อย่างนั้น นะ ครับ คือ DLSS 5 เนี่ย ต้อง บอ กว่า เทคโนโลยี จาก ที่ ไป อ่าน มา เนี่ย นะ ครับ ค่อนข้าง น่าสนใจ ก็ คือ ว่า ตัว เกม นะ ครับ จะ ใช้ DLSS 4 ใน การ ทำ ภาพ ขึ้น มา ก่อน ก็ คือ Frame Generation ขยาย ให้ มัน ใหญ่,9arm
เพิ่ม อะไร เงี้ย คือ ไอ้ ที่ เรา มี อยู่แล้ว ใน เทคโนโลยี เก่า เรา ทำ มา ก่อน นะ ครับ ได้ ภาพ,9arm
เฟรม สุดท้าย ออกมา แต่ว่า ยัง ยัง ไม่ Render ขึ้น จอ ใช่ มั้ย เสร็จ แล้ว เอา เฟมเนี้ย นะ ครับ,9arm
บวก กับ ข้อมูล จาก Engine ซึ่ง มาจาก ตัว Asset ใน เกม จริงๆ ไม่ ว่า จะ เป็น โมเดล ตัว ละคร Art Texture Bum Map แสง เรา รู้ ว่า ไฟ ส่อง มาจาก ไหน เอา ข้อมูล จาก เกม Engine มา ประกอบ กับ ภาพ เฟรม ที่ AI gen นอ อก มา แล้ว,9arm
แล้ว เอา มา ท้า สี ใหม่ เอา มา ทาสี ใหม่ ใน ความ,9arm
หมาย ของ ผม คือ เอา มา เปลี่ยน แสง คือ Engine บอ กว่า แสง มาจาก ทาง นี้ แล้วก็ Render ตึ๊ดๆ ออกมา รอบ แรก เสร็จ แล้วก็ มา ดู ว่า เอ๊ะ อจ ect,9arm
เนี่ย มา ดู ทีละ อจ ect เลย นะ อจ ect เนี่ย เป็น ผม โอเค ผม เนี่ย ควรจะ มี แสง กระทบ แบบนี้,9arm
sha ดเดอร์ แบบนี้ ก็ ยัด เข้าไป เติม ให้ ส่วน,9arm
อันนี้ เป็น หนัง นี่ อจ ect นี้ เป็น เหมือน เสื้อ หนัง นะ อ่ะ ก็ เอา ไป เติม shad ดอ อีก แบบ,9arm
นึง ที่ ให้ มัน เหมาะกับ หนัง ไอ้ ตรงนี้ เป็น,9arm
ผิว คน นะ ผิว คน เนี่ย ถ้า เกิด ว่า คุณ รู้เรื่อง,9arm
คอมพิวเตอร์ กราฟิก เนี่ย รู้สึก ว่า มัน ทำ ยาก,9arm
มาก สิ่ง ที่ เรียก ว่า subface scattering ก็ คือ อ่ะ ภาษา เอา งี้ ผิว คนเรา เนี่ย มัน ไม่,9arm
ใช่ มัน ไม่ ได้ ทึบแสง ซะ ทีเดียว ถ้า เกิด ว่า เอา ไฟ ส่อง ใช่ ป่ะ แสง มัน จะ กระจาย ลง เข้าไป ใน แก้ม เรา อ่ะ เออ ซึ่ง อันนั้น คือ ผิว คน คือ เกม engine เนี่ย จะ จำลอง ไอ้ ตรงนี้ ไม่ ได้ สัก,9arm
ที เพราะว่า มัน คำนวณ เยอะ มาก อ่า มัน คำนวณ,9arm
เยอะ มาก Subsurface Gattering เนี่ย เป็น โจทย์ ที่ทาง คอมพิวเตอร์ กราฟฟิก เนี่ย แก้,9arm
ไม่ ตก ถ้า เกิด ว่า คุณ อยากได้ ผิวหนัง ที่ มัน,9arm
สะท้อน แสง สมจริง เนี่ย โอ้ คุณ ต้อง เผา CPU,9arm
คุณ ทิ้ง เลย เพราะว่า มัน มัน เดือด มัน มัน แบบ,9arm
ใช้งาน การคำนวณ ค่อนข้าง เยอะ อะไร อย่างงี้ นะ ทีนี้ AI ก็ จะ มา ดู ว่า เอ้ย นี่ ผิวหนัง นี่ แสดงว่า เรา จะ ต้อง ทำ Subface Gathering เรา ก็ เดา ๆๆๆ แล้วก็ เติม ๆๆๆ อ่ะ ประมาณ นี้,9arm
ประมาณ นี้ ประมาณ นี้ เสร็จ แล้วก็ ออกมา แยก,9arm
ส่วน Render แล้วก็ เปลี่ยน วิธีการ ที่ แสง,9arm
ตก กระทบ ตัว โมเดล เรา นะ โอเค ทีนี้ ถ้า เกิด คุณ,9arm
ดู ช็อต ก่อน หลัง ถาม ว่า มัน คน เดียวกัน บ่ น้อง,9arm
มัน คน เดียวกัน บ่ Nvidia ก็ บอ กว่า ทุกคน,9arm
ครับ แต่ว่า นี่ คือ การ Render แบบ เรา ไม่ ได้,9arm
เปลี่ยนตัว โมเดล นะ ครับ ตัว Asset ใน เกม ใช้,9arm
ตัว เดิม นะ ครับ แล้วก็ เรา แค่ เปลี่ยน วิธี ที่ แสง มัน ตก กระทบ ตัวละคร เฉย ๆ ครับ มัน ก็ เลย,9arm
เปลี่ยน บอ กว่า อืม หน้าเดิม แค่ เปลี่ยน แสง เฉย ๆ หน้าเดิม แค่ เปลี่ยน แสง เฉย ๆ นะ ครับผม ก็ เตรียมการ ไลฟ์ ครั้งนี้ มา ผม ก็ มา นั่ง ดู ว่า มัน หน้าเดิม จริง ม นะ ครับ จริง มัน ดู มัน ดู แบบ,9arm
ไม่ เหมือน แต่ว่า มัน ก็ แค่ ไฮไลท์ หรือเปล่า shad ด ing หน้า เหมือน คนเรา แต่งหน้า หรือ เปล่า คำถาม คือ อ่ะ ดู ปาก นี่ มึง shad ด ing ยัง,9arm
ไง มึง sh ด ing ยังไง sh ด ing ยังไง ปาก แบบ ว่า มี เสียงหัวเราะ โมเดล เดิม แต่ ปาก เปลี่ยน เชฟ ได้ อย่างไร ใช่ ป่ะ,9arm
เสียง หายใจ อ้าปากค้าง,9arm
ก็ ไม่ รู้ ทีนี้ เค้า ก็ บอ กว่า เออ จริงๆ แล้ว มัน ไม่ ใช่ แค่ แสง เงา เว้ย ทุกคน มัน มี การ เปลี่ยน แบบ เรา คิด ว่า น่าจะ มี เปลี่ยน Normal Map อ่ะ Normal Map คือ แบบ คือ เทคนิค ที่ ชาว คอมพิวเตอร์ กราฟิก ไว้ ใช้ ใน การ เลน Ender แบบ ความ หนา ความ นูน ความ อะไร อย่าง เงี้ย เออ เรา คิด ว่า AI เปลี่ยน Normal Map ของ ตัว,9arm
